project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review
planning_poker,us_8f5412d655705afd,run_458031449e27481282f1d88c3967bd24,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4345,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.64,True,Registry::Insert data | Registry::Update data,0.9,False,Registry::Insert data | Registry::Update data,0.8,False
planning_poker,us_676d8bab4dc1a582,run_458031449e27481282f1d88c3967bd24,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4367,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
planning_poker,us_9967d9e6e7eff935,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story",accepted_auto,classify_only,n/a::n/a,0.65,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5703,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.74,True,Registry::Insert data,0.9,False,n/a::n/a,0.3,True
planning_poker,us_a16c9e34a717b1b0,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to copy/paste stories from a spreadsheet, so that I can get started more quickly",accepted_auto,classify_only,n/a::n/a,0.61,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5637,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.64,True,Registry::Insert data,0.9,False,n/a::n/a,0.3,True
planning_poker,us_ed808088548823f9,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to browse through previous games, so that I can find the previous game I’m looking for",accepted_auto,,Registry::Retrieve data,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'Registry/Retrieve data' com alta confiança, mas a confiança do OpenAI é moderada (0.74), sugerindo possível incerteza na anotação.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
planning_poker,us_fdb645910c4d451c,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5437,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.78,False,Registry::Retrieve data,0.9,False,n/a::n/a,0.4,True
planning_poker,us_9d9fba9f2cbaf24e,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally",accepted_auto,classify_only,n/a::n/a,0.38,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4392,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.4,True,n/a::n/a,0.3,True
planning_poker,us_4b7dc1bab9ebc7a3,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,Management::Export report to XLS,0.9,False,Management::Export report to XLS,0.8,False
planning_poker,us_a5d4cd9ad88a1dd8,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored",accepted_auto,,Registry::Remove data,0.8866666666666667,accept,annotation_error_suspected,ask_human,"Todos os modelos concordaram com 'Registry/Remove data' com alta confiança, mas a história pode implicar exclusão em cascata ou permissões, sugerindo possível erro de anotação se não capturado.",low,0.0283,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Remove data,0.86,False,Registry::Remove data,0.9,False,Registry::Remove data,0.9,False
planning_poker,us_99cee5e051a3402f,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application",accepted_auto,,Authentication::Create account,0.9733333333333334,accept,annotation_error_suspected,none,"Todos os modelos concordam com alta confiança, mas a confiança do OpenAI é ligeiramente menor sem motivo claro.",low,0.0067,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Create account,0.92,False,Authentication::Create account,1.0,False,Authentication::Create account,1.0,False
planning_poker,us_8416d9bad896b991,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to log in using my account name and password, so that I can start using the application",accepted_auto,,Authentication::Login with username and password,0.99,accept,annotation_error_suspected,none,"Todos os modelos concordam com alta confiança, sem divergência. A história é clara e se alinha perfeitamente com a taxonomia.",low,0.0017,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Login with username and password,0.98,False,Authentication::Login with username and password,1.0,False,Authentication::Login with username and password,1.0,False
planning_poker,us_c42b7741bf230998,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date",accepted_auto,,Authentication::Update profile,0.9,accept,annotation_error_suspected,none,"Todos os modelos concordam com alta confiança, sem divergência.",low,0.025,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Update profile,0.9,False,Authentication::Update profile,0.9,False,Authentication::Update profile,0.9,False
planning_poker,us_46f548f5952b59e7,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to delete my account, so that account information and games are no longer stored",accepted_auto,,Authentication::Remove account,0.933,accept,annotation_error_suspected,none,"Todos os modelos concordam com alta confiança, mas há pequena variação na confiança e perguntas sugeridas indicam possíveis nuances não capturadas.",low,0.0167,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Remove account,0.9,False,Authentication::Remove account,1.0,False,Authentication::Remove account,0.9,False
planning_poker,us_1d0780d957a21bf7,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6653,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
planning_poker,us_f94f12f0b208119f,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password",accepted_auto,,Authentication::Password recovery,0.95,accept,annotation_error_suspected,none,"Todos os modelos identificaram 'Password recovery' como principal. O OpenAI adicionou 'Notify by email', que é um detalhe de implementação, não uma operação separada na taxonomia para esta história.",low,0.2462,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Password recovery | Management::Notify by email,0.9,False,Authentication::Password recovery,1.0,False,Authentication::Password recovery,0.9,False
planning_poker,us_05bab32621604a7f,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2",accepted_auto,classify_only,n/a::n/a,0.745,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5678,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.74,False,Registry::Modify input behavior,0.75,False,n/a::n/a,0.3,True
planning_poker,us_ad86424a6f0e11f8,run_ed14f31986a74707b2eec048ce2314d9,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams",accepted_auto,classify_only,n/a::n/a,0.36,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.38,True,n/a::n/a,0.4,True,n/a::n/a,0.3,True
planning_poker,us_7d1d7fc325006b08,run_ed14f31986a74707b2eec048ce2314d9,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,Registry::Insert data,0.8,False,n/a::n/a,0.3,True
planning_poker,us_f136863869e23502,run_ed14f31986a74707b2eec048ce2314d9,"As an estimator, I want to see the item we’re estimating, so that I know what I’m giving an estimate for",accepted_auto,classify_only,n/a::n/a,0.68,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5453,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.68,False,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
planning_poker,us_e0e028fd0787da42,run_ed14f31986a74707b2eec048ce2314d9,"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4887,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Management::View dashboard,0.7,True,Management::View dashboard,0.7,False
planning_poker,us_42bd3ad66ddfc740,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we’re still waiting for",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.68,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.62,True,Management::View dashboard,0.9,False,n/a::n/a,0.3,True
planning_poker,us_596589c46fffea6f,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to be shown all estimates at the same time after all estimators have given their estimate, so that I can be sure estimates are independent and not influenced by other estimates given in the same draw",accepted_auto,classify_only,n/a::n/a,0.56,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5978,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.56,True,Registry::Retrieve data,0.75,True,n/a::n/a,0.3,True
planning_poker,us_7ffb8806f99cca85,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to be able to change my estimate up until the last person selects a card and all are shown, so that I can change my mind based on information I hear",accepted_auto,classify_only,n/a::n/a,0.62,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.577,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.66,True,Registry::Update data,0.9,False,n/a::n/a,0.3,True
planning_poker,us_1851c73617236a6d,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to be able to see each estimator's prior estimates for the story being estimated, so that I can see how his or her opinion has changed so I can ask questions",accepted_auto,classify_only,n/a::n/a,0.65,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5553,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
planning_poker,us_547eaa779b6af161,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to see who gave what estimates during the current round, so that I know this when we’re discussing the estimates",accepted_auto,classify_only,n/a::n/a,0.68,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.562,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,True,Registry::Retrieve data,0.9,False,n/a::n/a,0.4,True
planning_poker,us_1b78363576053a1c,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we’ve talked long enough",accepted_auto,classify_only,n/a::n/a,0.3,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.46,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.3,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
planning_poker,us_ece4e296443a7db0,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round",accepted_auto,classify_only,n/a::n/a,0.27,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4667,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.32,True,n/a::n/a,0.2,True,n/a::n/a,0.3,True
planning_poker,us_6b95e35be5d267dc,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to scroll back through the stories and estimates from prior rounds, so that I can use this information when I estimate the item of the current round",accepted_auto,classify_only,n/a::n/a,0.65,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5553,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
planning_poker,us_4ec88237c7e59c73,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to always have the cards in the same order across multiple draws, so that it's easy to compare estimates",accepted_auto,classify_only,n/a::n/a,0.27,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4683,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.3,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
planning_poker,us_fc8be69370aabc78,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to change my estimate as long as the draw has not been completed, so that I can change my mind",accepted_auto,,Registry::Update data,0.85,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Update data', mas o OpenAI levantou questões sobre regras de negócio não cobertas pela taxonomia, sugerindo possível anotação incompleta.",low,0.2033,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,True,Registry::Update data,0.9,False,Registry::Update data,0.9,False
planning_poker,us_7c7e1fd6c0fd318d,run_ed14f31986a74707b2eec048ce2314d9,"As a participant, I want to have a small thumbnail photo displayed near where my cards are played, so that the game is more personal because I see who I'm estimating with",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4367,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.4,True,n/a::n/a,0.2,True
planning_poker,us_6f45c6de302a72ee,run_ed14f31986a74707b2eec048ce2314d9,"As a developer, I want to have written a site which is compliant with XHTML and CSS standards, so that as many people as possible can access the site and view it as intended",accepted_auto,classify_only,n/a::n/a,0.1,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4533,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.1,True
planning_poker,us_ff89924a98c66237,run_ed14f31986a74707b2eec048ce2314d9,"As a developer, I want to have a list of definitions for commonly used terms, so that everyone working on the project can understand each other more easily",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4517,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
planning_poker,us_11c23ae7cb8e9ed0,run_ed14f31986a74707b2eec048ce2314d9,"As a developer, I want to have created database indexes, so that the queries run as fast as possible",accepted_auto,classify_only,n/a::n/a,0.25,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4725,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.35,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
planning_poker,us_5e3bf544db614ce6,run_ed14f31986a74707b2eec048ce2314d9,"As a developer, I want to have the application function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2, so that as many people as possible can fully use the application",accepted_auto,classify_only,n/a::n/a,0.2,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4533,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
planning_poker,us_1790c06722247188,run_ed14f31986a74707b2eec048ce2314d9,"As a developer, I want to have the site comply with the W3C accessibility guidelines where possible, so that people with accessibility issues can use the application",accepted_auto,classify_only,n/a::n/a,0.3,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
planning_poker,us_e36efe9b640a44c9,run_ed14f31986a74707b2eec048ce2314d9,"As a user, I want to have the application respond quickly to my actions, so that I don't get bored",accepted_auto,classify_only,n/a::n/a,0.27,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
planning_poker,us_e54781f51f42741c,run_ed14f31986a74707b2eec048ce2314d9,"As a user, I want to be able to use Unicode, so that I can use any language I like",accepted_auto,classify_only,n/a::n/a,0.56,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5628,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,Registry::Modify input behavior,0.75,False,n/a::n/a,0.3,True
planning_poker,us_75ee0de55947edad,run_ed14f31986a74707b2eec048ce2314d9,"As a user, I want to see sensible and predictable URLs, so that the application feels logical and transparent",accepted_auto,classify_only,n/a::n/a,0.28,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4492,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
planning_poker,us_14a1d716402a8f3f,run_ed14f31986a74707b2eec048ce2314d9,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4517,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
planning_poker,us_996baf2e5b5914a2,run_ed14f31986a74707b2eec048ce2314d9,"As a Researcher, I want results to be stored in a non-identifiable way, so that I can study the data to see things like whether estimates converged around the first opinion given by ""estimator A"" for example",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.585,0.3333,0.6667,3,0.4444,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.66,True,Registry::Insert data | Registry::Retrieve data,0.9,False,Registry::Insert data | Registry::Modify input behavior,0.8,False
planning_poker,us_d7d996ca333d67ed,run_ed14f31986a74707b2eec048ce2314d9,"As a Mike, I want to be able to see some metrics on use of the game, so that I can see how much it is being used.",accepted_auto,,Management::View dashboard,0.8466666666666667,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'View dashboard' e têm alta confiança, mas a confiança do OpenAI é moderada (0.74), sugerindo possível incerteza na anotação.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.74,False,Management::View dashboard,0.9,False,Management::View dashboard,0.9,False
zooniverse,us_0f09180821725ee8,run_a325a72ad0054eb58657c21b5a7129a5,"As a user, I want to search and discover music using content identification or fingerprinting.",accepted_auto,classify_only,n/a::n/a,0.4,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6187,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
zooniverse,us_8206c5e1c278348e,run_a325a72ad0054eb58657c21b5a7129a5,"As a user, I want to search and discover music based on my profile.",accepted_auto,classify_only,n/a::n/a,0.35,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6228,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.35,True,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
