project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review
federalspending,us_601088557864832c,run_dd853b72f8ef43f99e0283017036bba8,"As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.",accepted_auto,classify_only,n/a::n/a,0.25,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4575,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.35,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
federalspending,us_1eddc5cc557eb3ae,run_dd853b72f8ef43f99e0283017036bba8,"As a Broker user, I want to Upload and Validate the error message to have accurate text.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4517,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_51f3ca98950d825d,run_dd853b72f8ef43f99e0283017036bba8,"As a Broker user, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4667,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_badfbfbeb3b4513f,run_dd853b72f8ef43f99e0283017036bba8,"As a Website user, I want to access published FABS files, so that I can see the new files as they come in.",accepted_auto,,Registry::Retrieve data,0.85,accept,model_instability,none,"Todos os modelos concordam com a mesma classificação (Registry/Retrieve data), mas a confiança do OpenAI é significativamente menor, indicando instabilidade no modelo.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
federalspending,us_f3ff40de72e0a957,run_dd853b72f8ef43f99e0283017036bba8,"As an owner, I want to be sure that USAspending only send grant records to my system.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.38,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_5f9e744a289f70df,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer, I want to update the Broker validation rule table to account for the rule updates in DB-2213.",accepted_auto,,Registry::Update data,0.81,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Update data' com alta confiança, mas a história pode envolver 'Modify input behavior' devido a 'validation rule', indicando possível erro de anotação.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,False,Registry::Update data,0.9,False,Registry::Update data,0.8,False
federalspending,us_90ee81fabda28f0d,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period.",accepted_auto,,Registry::Insert data,0.92,accept,annotation_error_suspected,none,Todos os modelos concordam com alta confiança em 'Registry/Insert data'. A história é clara e se encaixa na taxonomia.,low,0.02,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.86,False,Registry::Insert data,1.0,False,Registry::Insert data,0.9,False
federalspending,us_e18b71d2085a26ac,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues.",accepted_auto,classify_only,n/a::n/a,0.35,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4325,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_6a9a97a700186e2f,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want to access the raw agency published files from FABS via USAspending.",accepted_auto,,Registry::Retrieve data,0.79,accept,model_instability,none,"Todos os modelos concordaram no mapeamento, mas a confiança variou significativamente (0.66 a 0.9), indicando instabilidade na interpretação do nível de certeza, não no resultado.",low,0.2033,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.66,True,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
federalspending,us_02ed6a925bae8575,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6353,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,Registry::Insert data | Registry::Update data,0.7,True,n/a::n/a,0.3,True
federalspending,us_0363439104282576,run_dd853b72f8ef43f99e0283017036bba8,"As a Broker user, I want  to help create content mockups, so that I can submit my data efficiently.",accepted_auto,classify_only,n/a::n/a,0.32,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4258,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_826e1ffa5d1a31cb,run_dd853b72f8ef43f99e0283017036bba8,"As a UI designer, I want to track the issues that come up in Tech Thursday, so that I know what to test and what want s to be fixed.",accepted_auto,classify_only,n/a::n/a,0.36,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,medium,0.43,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.38,True,n/a::n/a,0.4,True,n/a::n/a,0.3,True
federalspending,us_cbdd67475b49c72c,run_dd853b72f8ef43f99e0283017036bba8,"As an Owner, I want to create a user testing summary from the UI SME, so that I can know what UI improvements we will follow through on.",accepted_auto,classify_only,n/a::n/a,0.35,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4325,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_30070f044014d01f,run_dd853b72f8ef43f99e0283017036bba8,"As a UI designer, I want to begin user testing, so that I can validate stakeholder UI improvement requests.",accepted_auto,classify_only,n/a::n/a,0.23,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4767,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.3,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
federalspending,us_4ad351c6b0352d5b,run_dd853b72f8ef43f99e0283017036bba8,"As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.",accepted_auto,classify_only,n/a::n/a,0.2,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4683,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
federalspending,us_f08cc9c16cb3dff0,run_dd853b72f8ef43f99e0283017036bba8,"As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.",accepted_auto,classify_only,n/a::n/a,0.32,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4258,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_e0f29b16de225c30,run_dd853b72f8ef43f99e0283017036bba8,"As an Owner, I want to design an audit from the UI SME, so that I know the potential scope of the UI improvements want ed.",accepted_auto,classify_only,n/a::n/a,0.34,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.45,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_47e19762c219f3df,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer, I want to prevent users from double publishing FABS submissions after refreshing, so that there are no duplicates.",accepted_auto,,Registry::Modify input behavior,0.77,accept,annotation_error_suspected,ask_human,"Todos os modelos concordaram no mapeamento, mas a confiança variou e há questões sobre se 'publishing' se encaixa perfeitamente na taxonomia.",low,0.2217,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.72,True,Registry::Modify input behavior,0.9,False,Registry::Modify input behavior,0.7,False
federalspending,us_881d480f64d3adf6,run_dd853b72f8ef43f99e0283017036bba8,"As an data user, I want to receive updates to FABS records.",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.507,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.6,True,Registry::Retrieve data,0.8,False,Registry::Update data,0.7,True
federalspending,us_02ed6a925bae8575,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,Registry::Insert data | Registry::Update data,0.8,False,n/a::n/a,0.3,True
federalspending,us_d6a9a1645e6773f3,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want to update the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header.",accepted_auto,classify_only,n/a::n/a,0.77,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4362,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data | Registry::Remove data,0.62,True,Registry::Update data,0.9,False,Registry::Update data,0.8,False
federalspending,us_dd7bce8f257e305e,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to ensure that deleted FSRS records are not included in submissions.",accepted_auto,classify_only,n/a::n/a,0.35,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4475,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_82509ff1bb223acf,run_dd853b72f8ef43f99e0283017036bba8,"As a website user, I want to see updated financial assistance data daily.",accepted_auto,,Registry::Retrieve data,0.78,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Retrieve data', mas a confiança varia e há questões sobre atualização automática não coberta pela taxonomia.",low,0.22,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,True,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.7,False
federalspending,us_23ed2ac9dc16b01d,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission.",accepted_auto,classify_only,n/a::n/a,0.65,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.74,False,Registry::Modify input behavior,0.9,False,n/a::n/a,0.3,True
federalspending,us_373cfb906fba17fd,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want to ensure that attempts to correct or delete non-existent records don't create new published data.",accepted_auto,,Registry::Remove data | Registry::Update data,0.83,accept,model_instability,none,"Todos os modelos concordam nas operações (Remove data e Update data no módulo Registry), mas com pequenas variações na ordem e confiança, indicando instabilidade menor.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Remove data | Registry::Update data,0.78,False,Registry::Update data | Registry::Remove data,0.9,False,Registry::Remove data | Registry::Update data,0.8,False
federalspending,us_5d5c49f1e382c683,run_dd853b72f8ef43f99e0283017036bba8,"As an Owner, I want to reset the environment to only take Staging MAX permissions, so that I can ensure that the FABS testers no longer have access.",accepted_auto,classify_only,n/a::n/a,0.4,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5887,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Validate user permissions,0.62,True,n/a::n/a,0.4,True,Authentication::Validate user permissions,0.7,True
federalspending,us_a89b57d00638eea5,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element.",accepted_auto,classify_only,n/a::n/a,0.35,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4625,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_ee8ed8fc491dd9bf,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6717,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.56,True,n/a::n/a,0.3,True,Registry::Retrieve data | Registry::Update data,0.7,False
federalspending,us_9a23926a71ddd8e2,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want the FABS validation rules to accept zero and blank for loan records.",accepted_auto,classify_only,n/a::n/a,0.64,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.557,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.72,True,Registry::Modify input behavior,0.9,False,n/a::n/a,0.3,True
federalspending,us_5b22b918787db672,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want FABS deployed into production, so I can submit my Financial Assistance data.",accepted_auto,classify_only,n/a::n/a,0.28,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4492,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.35,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_16afc82d0ea46ddb,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want to clarify to users what exactly is triggering the CFDA error code in each case.",accepted_auto,classify_only,n/a::n/a,0.3,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_575eafca0de90534,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to be confident that the data coming from SAM is complete.",accepted_auto,classify_only,n/a::n/a,0.31,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,n/a::n/a,0.2,True,n/a::n/a,0.3,True
federalspending,us_5aced5fb67d52d91,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4533,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.38,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_62011a96c95cf2a2,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want the FABS validation rules to accept zero and blank for non-loan records.",accepted_auto,classify_only,n/a::n/a,0.55,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6295,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,Registry::Modify input behavior,0.9,False,n/a::n/a,0.3,True
federalspending,us_20473eab234ee1a2,run_dd853b72f8ef43f99e0283017036bba8,"As a broker team member, I want to make some updates to the SQL codes for clarity.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6653,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.62,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_921c3fa614f2764f,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to have all derived data elements derived properly.",accepted_auto,classify_only,n/a::n/a,0.31,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.32,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_316a780affff8ddd,run_dd853b72f8ef43f99e0283017036bba8,"As a broker team member, I want to add the 00***** and 00FORGN PPoPCode cases to the derivation logic.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6517,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.78,False,Registry::Insert data,0.9,False,n/a::n/a,0.3,True
federalspending,us_5ae1457bc8fd455b,run_dd853b72f8ef43f99e0283017036bba8,"As a data user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them.",accepted_auto,,Registry::Retrieve data,0.81,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Retrieve data' com alta confiança, mas a história é ambígua sobre se é apenas visualização (Management) ou recuperação de dados; a falta de divergência sugere possível erro de anotação ou interpretação uniforme.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
federalspending,us_49558202cc4a136b,run_dd853b72f8ef43f99e0283017036bba8,"As a broker user, I want the historical FABS loader to derive fields, so that my agency codes are correct in the PublishedAwardFinancialAssistance table.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.655,0.3333,0.6667,3,0.2222,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Modify input behavior | Registry::Update data,0.74,True,Registry::Insert data | Registry::Update data,0.9,False,n/a::n/a,0.3,True
federalspending,us_ee6dc39166ed0e31,run_dd853b72f8ef43f99e0283017036bba8,"As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.612,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,Registry::Update data,0.9,False,n/a::n/a,0.2,True
federalspending,us_d41519c9f8bcab01,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer, I want the data loaded from historical FABS to include the FREC derivations, so that I can have consistent FREC data for USASpending.gov.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,Registry::Update data,0.8,False,n/a::n/a,0.3,True
federalspending,us_58db507d060ed3ed,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I don't want to see NASA grants displayed as contracts.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4367,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_1b9c613c857b2b2a,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired.",accepted_auto,,Registry::Modify input behavior,0.83,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'Modify input behavior' como principal, mas o Gemini adicionou 'Retrieve data' como secundário, possivelmente por interpretar a validação como dependente de consulta. A divergência é menor e a confiança agregada é alta.",low,0.2728,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.78,False,Registry::Modify input behavior | Registry::Retrieve data,0.9,False,Registry::Modify input behavior,0.8,False
federalspending,us_9bdd8401f385e00a,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want the DUNS validations to accept records whose ActionDates are before the current registration date in SAM, but after the initial registration date.",accepted_auto,classify_only,n/a::n/a,0.66,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.552,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.78,False,Registry::Modify input behavior,0.9,False,n/a::n/a,0.3,True
federalspending,us_73f1d4e15323f0ae,run_dd853b72f8ef43f99e0283017036bba8,"As a broker team member, I want to derive FundingAgencyCode, so that the data quality and completeness improves.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6583,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.72,False,n/a::n/a,0.3,True,Registry::Update data,0.7,False
