project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review,groq_rows,groq_confidence,groq_needs_review
P01,us_901c896269331cfc,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to use guided methods for defining probabilities so that I can complete the network setup faster and with fewer errors.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6353,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data,0.8,False
P01,us_fc61599f29c60fd2,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to apply the AHP-based probability generation method across the Bayesian network so that I can consistently generate probabilities for all types of nodes.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6312,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data,0.8,False
P02,us_3d7385394fca2d9e,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to create, read, update, and delete organizations so that I can manage organization data efficiently.",accepted_auto,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.95,accept,annotation_error_suspected,none,"Todos os modelos concordaram perfeitamente com as operações CRUD mapeadas para Registry, sem divergências. A confiança é alta devido à consistência.",low,0.0167,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,,,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,1.0,False
P02,us_39b540c664317363,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to create, read, update, and delete users so that I can manage user accounts in the system.",accepted_auto,classify_only,n/a::n/a,0.5,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5617,0.3333,0.6667,3,0.4222,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Create account | Authentication::Remove account | Authentication::Update profile | Authentication::Validate user permissions,0.74,True,,,,Authentication::Create account | Authentication::Retrieve data | Authentication::Update profile | Authentication::Remove account,0.9,False,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data | Authentication::Create account | Authentication::Remove account | Authentication::Update profile | Management::View dashboard,1.0,False
P02,us_2fb85988a84aa4b3,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to perform advanced searches and apply filters to users so that I can quickly find specific user profiles.",accepted_auto,classify_only,n/a::n/a,0.77,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4512,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.72,True,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P02,us_ae24280b1effd6e3,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to perform advanced searches and apply filters to organizations so that I can easily locate specific organization records.",accepted_auto,,Registry::Retrieve data,0.83,accept,model_instability,none,"Dois modelos concordam com 'Registry/Retrieve data', mas um adicionou 'Management/View dashboard' sem evidência clara na história, indicando instabilidade menor.",low,0.2728,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P02,us_a7612bf2e4cc43c3,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to associate users with organizations so that I can manage their relationships and access permissions.",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4937,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data | Authentication::Validate user permissions,0.66,True,,,,Registry::Update data | Authentication::Validate user permissions,0.8,False,Registry::Insert data | Authentication::Update profile | Management::View dashboard,0.8,False
P02,us_62bd8c66ad5ccad7,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to create, read, update, and delete project variables so that I can configure and manage project parameters effectively.",accepted_auto,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.94,accept,annotation_error_suspected,none,"Todos os modelos concordam perfeitamente com as operações CRUD no módulo Registry, sem divergências. A confiança agregada é alta.",low,0.0142,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.93,False,,,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,1.0,False
P02,us_700da4ead4b0754b,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to create, read, update, and delete projects so that I can manage project information and lifecycle efficiently.",accepted_auto,classify_only,n/a::n/a,0.9,accept,multi_label_story,none,Auto-finalized in classify-only mode as not covered.,low,0.2545,0.6667,0.3333,2,0.8667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,,,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data | Management::View dashboard,0.9,False
P02,us_3f30a2bb9eeaf211,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to select a project associated with an organization so that I can manage its configuration and related data.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.665,0.3333,0.6667,3,0.0667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data | Registry::Retrieve data | Authentication::Validate user permissions | Management::View dashboard,0.9,False
P02,us_616bc66b29182a03,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to create, read, update, and delete media files so that I can manage digital content within the system.",accepted_auto,classify_only,n/a::n/a,0.0,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4228,0.6667,0.3333,2,0.7778,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.86,True,,,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data | Authentication::Create account | Management::View dashboard,0.9,False
P02,us_4379e0fbe090eed5,run_15255bc7f3424248ad7d396e18cc57b1,"As a system administrator, I want to create, read, update, and delete database servers so that I can manage database configurations and connections.",accepted_auto,classify_only,n/a::n/a,0.91,accept,multi_label_story,none,Auto-finalized in classify-only mode as not covered.,low,0.2528,0.6667,0.3333,2,0.8667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.92,False,,,,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data | Management::View dashboard,0.9,False
P02,us_9471d34048d96763,run_15255bc7f3424248ad7d396e18cc57b1,"As a system administrator, I want to create, read, update, and delete API servers so that I can manage backend service endpoints efficiently.",accepted_auto,classify_only,n/a::n/a,0.73,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5337,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.9,False,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,1.0,False
P02,us_2e9621368878168c,run_15255bc7f3424248ad7d396e18cc57b1,"As a designer, I want to create, read, update, and delete diagrams so that I can manage visual representations of system components.",accepted_auto,classify_only,n/a::n/a,0.69,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5437,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.78,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,1.0,False
P03,us_e486a6ac1ccad118,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to add the intended use for each defined metric so that I can specify how each metric should be applied.",accepted_auto,classify_only,n/a::n/a,0.0,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.43,0.3333,0.6667,3,0.3333,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.74,False,,,,Registry::Update data,0.7,False,Registry::Insert data | Registry::Update data,0.8,False
P03,us_a0b88b012c1cf1e9,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to add more advantages to each defined metric so that I can document the benefits associated with each metric.",accepted_auto,classify_only,n/a::n/a,0.75,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4428,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,False,,,,Registry::Update data,0.7,True,Registry::Insert data | Registry::Update data,0.8,False
P03,us_c4bf0091066dc1c5,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to use the sum of the validation criteria associated with the advantages of a given metric to determine the variance so that I can analyze performance variations accurately.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6287,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.38,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data | Registry::Retrieve data,0.8,False
P03,us_ac5ed181fbb00ab5,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to view the validation criteria associated with each selected advantage for each defined metric so that I can verify the evaluation process of each metric.",accepted_auto,classify_only,n/a::n/a,0.6,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.65,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.72,False,,,,n/a::n/a,0.3,True,Registry::Retrieve data | Management::View dashboard,0.8,False
P03,us_a0ff1344800ad817,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to modify the Bayesian network structure so that I can adjust the model according to updated dependencies or relationships.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,,,,n/a::n/a,0.3,True,Modify input behavior::Insert data | Modify input behavior::Update data,0.8,False
P03,us_c92bf19900f32c75,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to define thresholds so that I can set performance or alert limits for the analyzed metrics.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6883,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P03,us_415910930c4a2a78,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to have the CPT appear as a tab in the properties panel so that I can easily access and edit conditional probability data.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6883,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P03,us_dbf6cb0541320777,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want the CPT to appear as a tab in the properties panel so that I can easily access and edit conditional probability data.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6842,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data | Registry::Update data,0.67,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P03,us_78fa2b7278df5b0a,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to edit node state names so that I can customize and clarify the meaning of each state within the network.",accepted_auto,,Registry::Update data,0.81,accept,annotation_error_suspected,ask_human,"Todos os modelos concordaram em 'Registry/Update data' com confiança moderada a alta, mas a história pode ser ambígua sobre se é uma operação de UI ou de backend, sugerindo possível erro de anotação.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,False,,,,Registry::Update data,0.9,False,Registry::Update data,0.8,False
P03,us_8e25b1e0c2fd1ceb,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to create node properties so that I can define the characteristics and parameters associated with each node in the network.",accepted_auto,classify_only,n/a::n/a,0.62,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4362,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,Registry::Insert data,0.9,False,Registry::Insert data | Management::View dashboard,0.8,False
P04,us_b2d2d37a1743e863,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to create a new project so that I can start activities.",accepted_auto,classify_only,n/a::n/a,0.61,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5637,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.74,False,,,,n/a::n/a,0.3,True,Registry::Insert data,0.8,False
P04,us_23a0e3b1565144b9,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to edit project information so that I can make necessary changes.",accepted_auto,,Registry::Update data,0.81,accept,annotation_error_suspected,none,"Todos os modelos concordaram com 'Registry/Update data', mas a confiança variou (0.74 a 0.9), indicando possível incerteza na anotação.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,False,,,,Registry::Update data,0.9,False,Registry::Update data,0.8,False
P04,us_074bf9c45a371fac,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to view project information so that I can understand its context.",accepted_auto,,Registry::Retrieve data,0.81,accept,annotation_error_suspected,none,"Todos os modelos concordam em 'Registry/Retrieve data', mas um sinalizou revisão devido a possível ambiguidade com 'Management/View dashboard'. A confiança agregada é alta e a divergência é mínima, então aceito a classificação principal.",low,0.1967,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,True,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P04,us_df915faf3a4d5573,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to add tags when creating a User Story.",accepted_auto,classify_only,n/a::n/a,0.77,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4712,0.6667,0.3333,2,0.5556,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.72,True,,,,Registry::Insert data,0.8,False,Registry::Insert data | Authentication::n/a | Management::n/a,0.8,False
P04,us_855a64d939a3c07e,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to edit the tags added to a User Story.",accepted_auto,,Registry::Update data,0.81,accept,model_instability,none,"Todos os modelos concordam com 'Registry/Update data', mas as confianças variam (0.74 a 0.9), indicando instabilidade leve.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,False,,,,Registry::Update data,0.9,False,Registry::Update data,0.8,False
P04,us_b3021d5d8a4934ff,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to add tags when creating a task.",accepted_auto,,Registry::Insert data,0.77,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Insert data' com confiança moderada, mas a história pode ser ambígua sobre se envolve apenas inserção ou também modificação de comportamento de entrada.",low,0.0567,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.72,False,,,,Registry::Insert data,0.8,False,Registry::Insert data,0.8,False
P04,us_7b5d720a8a1caf4d,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to edit the tags added to a task.",accepted_auto,,Registry::Update data,0.83,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam com 'Registry/Update data', mas a confiança média é moderada e há uma sugestão de questão sobre possível comportamento de entrada.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.78,False,,,,Registry::Update data,0.9,False,Registry::Update data,0.8,False
P04,us_58e5682ee8137820,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to add Curriculum Vitae tags on the developer profile page.",accepted_auto,classify_only,n/a::n/a,0.62,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.517,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.62,True,,,,Registry::Update data,0.8,False,Registry::Insert data | Authentication::n/a | Management::n/a,0.8,False
P04,us_16a83fd04309cd8c,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to edit Curriculum Vitae tags on the developer profile page.",accepted_auto,classify_only,n/a::n/a,0.65,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4483,0.3333,0.6667,3,0.1111,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Update profile,0.74,False,,,,Registry::Update data,0.9,False,Registry::Update data | Authentication::n/a | Management::n/a,0.8,False
P04,us_4e491bfa5811a51d,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to delete Curriculum Vitae tags on the developer profile page.",accepted_auto,,Registry::Remove data,0.86,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam com 'Registry/Remove data', mas a confiança do OpenAI é moderada (0.78) e há perguntas sugeridas sobre permissões e natureza da remoção, indicando possível ambiguidade na anotação.",low,0.035,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Remove data,0.78,False,,,,Registry::Remove data,0.9,False,Registry::Remove data,0.9,False
P04,us_bff8b7cdb03a01da,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to retrieve the developer’s Development History tags.",accepted_auto,,Registry::Retrieve data,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordam em 'Registry/Retrieve data', mas a confiança do OpenAI é moderada (0.74), sugerindo possível ambiguidade na história.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
P04,us_9de870a5ee579a3b,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to see a list of tag suggestions while typing a new tag.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.66,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.78,False,,,,n/a::n/a,0.3,True,Modify input behavior::Insert data,0.8,False
P04,us_2483b6fc38c0b88b,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to access tag usage statistics in my project.",accepted_auto,classify_only,n/a::n/a,0.0,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.497,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.72,True,,,,Management::View dashboard,0.7,False,Registry::Retrieve data,0.8,False
P04,us_7eeb465bf4ba9d90,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to define the project goal (prototype or product) and the architectures used.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data,0.8,False
P04,us_824111f80c0a6a79,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to define a category for a requirement.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P04,us_04431f195fc0d15c,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to view my project participation history.",accepted_auto,,Registry::Retrieve data,0.81,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam com 'Registry/Retrieve data', mas a confiança média é moderada e a história pode ser ambígua sobre se é apenas visualização ou inclui exportação/notificação.",low,0.0483,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.72,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
